"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat"
"144","Liu_et_al_2020",2020,196,"196an",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.6,36,0.3,0.05,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.3,0.6,0.2,0.3,2,0.693147180559945,0.690446563275995,0.0192901234567901,0.019390444006249,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,144,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"145","Liu_et_al_2020",2020,196,"196an",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.3,36,0.2,0.03,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.3,0.3,0.2,0.2,1,0,0,0.0246913580246914,0.0248437738149672,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,145,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"146","Liu_et_al_2020",2020,196,"196an",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,2.3,36,1,0.17,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.3,2.3,0.2,1,7.66666666666667,2.03688192726104,2.03333458659965,0.0175966767019067,0.0176866710854125,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,146,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"147","Liu_et_al_2020",2020,196,"196an",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Aphelenchidae","Seinura",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,1.6,36,1,0.17,0.3,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.3,1.6,0.2,1,5.33333333333333,1.67397643357167,1.67322894128772,0.0231963734567901,0.0233314501368914,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,147,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"148","Liu_et_al_2020",2020,196,"196ao",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Stenonchulus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.3,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,0.3,0.00144111585016345,0.2,10.8,2.37954613413017,2.38568159096826,0.012420444348515,0.0124966550385807,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,148,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"149","Liu_et_al_2020",2020,196,"196ao",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Stenonchulus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.4,36,0.3,0.05,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,0.4,0.00144111585016345,0.3,14.4,2.66722820658196,2.67500332391387,0.0156997653361693,0.0158218384435971,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,149,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"150","Liu_et_al_2020",2020,196,"196ao",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Stenonchulus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,150,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"151","Liu_et_al_2020",2020,196,"196ap",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tobrilidae","Tobrilus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.4,36,0.2,0.03,3.1,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",3.1,0.4,2.6,0.2,0.129032258064516,-2.04769284336526,-2.05399053674021,0.0264842756388022,0.0266992907946752,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,151,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"152","Liu_et_al_2020",2020,196,"196ap",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tobrilidae","Tobrilus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,1.9,36,1,0.17,3.1,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",3.1,1.9,2.6,1,0.612903225806452,-0.489548225318706,-0.495470803273533,0.0272345064790607,0.0274550129944812,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,152,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"153","Liu_et_al_2020",2020,196,"196ap",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tobrilidae","Tobrilus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.3,36,0.1,0.02,3.1,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",3.1,0.3,2.6,0.1,0.0967741935483871,-2.33537491581704,-2.34360162153767,0.0226262509474441,0.0228219164424423,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,153,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"154","Liu_et_al_2020",2020,196,"196ap",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tobrilidae","Tobrilus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,1.1,36,0.6,0.1,3.1,36,2.6,0.43,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",3.1,1.1,2.6,0.6,0.354838709677419,-1.03609193168678,-1.041729615879,0.0278042940042751,0.0280293471785953,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,154,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"155","Liu_et_al_2020",2020,196,"196aq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Trischistomatidae","Trischistoma",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,155,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"156","Liu_et_al_2020",2020,196,"196aq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Trischistomatidae","Trischistoma",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,156,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"157","Liu_et_al_2020",2020,196,"196aq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Trischistomatidae","Trischistoma",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,157,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"158","Liu_et_al_2020",2020,196,"196aq",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Trischistomatidae","Trischistoma",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.0277777777777778,0.1,0.00187616623444989,0.277777777777778,-1.28093384546206,-1.29475937435565,0.0279044977683922,0.028290308266506,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,158,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"159","Liu_et_al_2020",2020,196,"196ar",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tripylidae","Tripyla",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,3.8,36,2.4,0.4,1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",1,3.8,0.4,2.4,3.8,1.33500106673234,1.3383190107151,0.0155247768544167,0.0155960402807844,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,159,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"160","Liu_et_al_2020",2020,196,"196ar",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tripylidae","Tripyla",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,2.1,36,0.9,0.15,1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",1,2.1,0.4,0.9,2.1,0.741937344729377,0.742266142915318,0.00954648526077098,0.00956937721422658,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,160,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"161","Liu_et_al_2020",2020,196,"196ar",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tripylidae","Tripyla",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.2,36,0.2,0.03,1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",1,0.2,0.4,0.2,0.2,-1.6094379124341,-1.59777124576743,0.0322222222222222,0.0326179012345679,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,161,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"162","Liu_et_al_2020",2020,196,"196ar",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Tripylidae","Tripyla",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",1,0.2,0.4,0.2,0.2,-1.6094379124341,-1.59777124576743,0.0322222222222222,0.0326179012345679,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,162,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"163","Liu_et_al_2020",2020,196,"196as",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Clarkus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,3.2,36,1.3,0.22,6,36,2.2,0.37,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",6,3.2,2.2,1.3,0.533333333333333,-0.628608659422374,-0.628183734171603,0.00831898630401235,0.00833646824876268,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,163,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"164","Liu_et_al_2020",2020,196,"196as",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Clarkus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,2.4,36,0.8,0.13,6,36,2.2,0.37,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",6,2.4,2.2,0.8,0.4,-0.916290731874155,-0.916614805948229,0.00682098765432099,0.00683272414647158,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,164,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"165","Liu_et_al_2020",2020,196,"196as",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Clarkus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,3.2,36,1.3,0.22,6,36,2.2,0.37,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",6,3.2,2.2,1.3,0.533333333333333,-0.628608659422374,-0.628183734171603,0.00831898630401235,0.00833646824876268,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,165,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"166","Liu_et_al_2020",2020,196,"196as",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Clarkus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,2.7,36,1.3,0.22,6,36,2.2,0.37,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",6,2.7,2.2,1.3,0.45,-0.798507696217772,-0.797155196598811,0.0101741350403902,0.0102018425515645,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,166,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"167","Liu_et_al_2020",2020,196,"196at",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Coomansus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0.5,36,0.4,0.07,0.9,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.9,0.5,0.5,0.4,0.555555555555556,-0.587786664902119,-0.583184470114739,0.0263511659807956,0.0265459421647935,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,167,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"168","Liu_et_al_2020",2020,196,"196at",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Coomansus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.5,36,0.5,0.08,0.9,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.9,0.5,0.5,0.5,0.555555555555556,-0.587786664902119,-0.578184470114739,0.0363511659807956,0.0367737199425712,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,168,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"169","Liu_et_al_2020",2020,196,"196at",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Coomansus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.9,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.9,0.0277777777777778,0.5,0.00187616623444989,0.0308641975308642,-3.47815842279828,-3.48238175690449,0.00870010819363227,0.0087368677152501,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,169,1.39794000867204,1.95423626784598,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
"170","Liu_et_al_2020",2020,196,"196at",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Mononchida","Mononchidae","Coomansus",NA,NA,"Predator","NO","YES","0-10","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.9,36,0.5,0.08,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.9,0.1,0.5,0.1,0.111111111111111,-2.19722457733622,-2.18762238254884,0.0363511659807956,0.0367737199425712,18.1067790985107,17.3307609558105,16.5750007629395,16.6750011444092,82.8166656494141,100.875,16.6250009536743,91.845832824707,170,1.69897000433602,2.88649907563353,1.23881763205345,1.53466912548651,"Predator-Omnivore",5,"Forest"
